id,lab,casenumber,agency,agency2,collectiondate,datereceived,datecompleted,waterbody,sitename,sitedescription,gnisid,latitude,longitude,datum,watertemp,elevation,statename,county,huc,hucname,commonname,species,speciescode,itistsn,numbercollected,collectionmethod,specimen,numbertested,pathogentested,prelimassay,prelimpoolstested,prelimpoolsdetected,corrobassay,corrobpoolstested,corrobpoolsdetected,pathogendetected
3033404,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,red shiner,Cyprinella lutrensis,RES,163792,1,Trap,Kidney,1,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033405,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,red shiner,Cyprinella lutrensis,RES,163792,1,Trap,Kidney,1,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033406,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,red shiner,Cyprinella lutrensis,RES,163792,1,Trap,Kidney,1,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033407,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,red shiner,Cyprinella lutrensis,RES,163792,1,Trap,Kidney,1,Citrobacter freundii,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033408,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,red shiner,Cyprinella lutrensis,RES,163792,1,Trap,Kidney,1,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,1,,Not Applicable,,,None
3033409,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,red shiner,Cyprinella lutrensis,RES,163792,1,Trap,Kidney,1,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,1,,Not Applicable,,,None
3033410,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Pyloric Caeca/Spleen/Kidney,2,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033411,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Pyloric Caeca/Spleen/Kidney,2,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033412,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Pyloric Caeca/Spleen/Kidney,2,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033413,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Pyloric Caeca/Spleen/Kidney,2,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033414,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Pyloric Caeca/Spleen/Kidney,2,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033415,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3033416,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3033417,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3033418,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3033419,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Citrobacter freundii,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
3033420,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
3033421,Lower Columbia River Fish Health Center,LO2003-1048,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/26/2009,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,longnose dace,Rhinichthys cataractae,LDC,163384,2,Trap,Kidney,2,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
3033422,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Pyloric Caeca/Spleen/Kidney,1,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033423,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Pyloric Caeca/Spleen/Kidney,1,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033424,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Pyloric Caeca/Spleen/Kidney,1,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033425,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Pyloric Caeca/Spleen/Kidney,1,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033426,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Pyloric Caeca/Spleen/Kidney,1,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
3033427,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033428,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033429,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033430,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033431,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Citrobacter freundii,Brain-Heart Infusion Agar Culture,1,,Not Applicable,,,None
3033432,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,1,,Not Applicable,,,None
3033433,Lower Columbia River Fish Health Center,LO2003-1049,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Pacific lamprey,Lampetra tridentata,PCL,159713,1,Trap,Kidney,1,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,1,,Not Applicable,,,None
3033434,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Pyloric Caeca/Spleen/Kidney,30,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,6,,Not Applicable,,,None
3033435,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Pyloric Caeca/Spleen/Kidney,30,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,6,,Not Applicable,,,None
3033436,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Pyloric Caeca/Spleen/Kidney,30,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,6,,Not Applicable,,,None
3033437,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Pyloric Caeca/Spleen/Kidney,30,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,6,,Not Applicable,,,None
3033438,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Pyloric Caeca/Spleen/Kidney,30,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,6,,Not Applicable,,,None
3033439,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,31,,Not Applicable,,,None
3033440,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,31,,Not Applicable,,,None
3033441,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,31,,Not Applicable,,,None
3033442,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,31,,Not Applicable,,,None
3033443,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Citrobacter freundii,Brain-Heart Infusion Agar Culture,31,,Not Applicable,,,None
3033444,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,31,,Not Applicable,,,None
3033445,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,31,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,31,,Not Applicable,,,None
3033446,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,1,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,1,1,Polymerase Chain Reaction,1,1,Renibacterium salmoninarum
3033447,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Kidney,30,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,10,5,Polymerase Chain Reaction,2,1,Renibacterium salmoninarum
3033448,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Cranial Elements,31,Myxobolus cerebralis,Pepsin/Trypsin Digest,1,,Not Applicable,,,None
3033449,Lower Columbia River Fish Health Center,LO2003-1050,Confederated Tribes of the Warm Springs,Natural Resources Department,11/20/2002,11/20/2002,2/5/2007,Warm Springs River,,downstream of casino,1151904,44.8654,-121.0785,WGS84,,,Oregon,Wasco County,17070306,Lower Deschutes,Chinook salmon,Oncorhynchus tshawytscha,CSA,161980,31,Trap,Hind-Gut,13,Ceratomyxa shasta,Wet Mount of Posterior Intestine,13,,Not Applicable,,,None
3033729,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,24,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,8,,Not Applicable,,,None
3033730,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,24,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,8,,Not Applicable,,,None
3033731,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,24,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,8,,Not Applicable,,,None
3033732,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,24,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,8,,Not Applicable,,,None
3033733,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,24,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,8,,Not Applicable,,,None
3033734,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,8,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
3033735,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,8,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
3033736,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,8,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
3033737,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,8,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
3033738,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Pyloric Caeca/Spleen/Kidney,8,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
3033739,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Kidney,30,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
3033740,Lower Columbia River Fish Health Center,LO2004-22,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,11/13/2003,11/13/2003,5/12/2004,Eagle Creek,,Salmon-Huckleberry Wilderness,1167853,45.2966,-122.0901,WGS84,,,Oregon,Clackamas County,17090011,Clackamas,cutthroat trout,Oncorhynchus clarkii,CUT,161983,32,Electro shocking,Kidney,30,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,30,,Not Applicable,,,None
